Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2017_M,OIP18,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP2,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP2,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP2,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP3,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP3,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP3,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP4,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP4,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP4,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP5,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP5,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP5,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP6,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP6,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP6,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP7,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP7,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP7,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP8,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP8,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP8,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP9,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP9,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP9,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,12060,"Atlanta-Sandy Springs-Roswell, GA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,12580,"Baltimore-Columbia-Towson, MD",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,13820,"Birmingham-Hoover, AL",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,14460,"Boston-Cambridge-Newton, MA-NH",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,16980,"Chicago-Naperville-Elgin, IL-IN-WI",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,17140,"Cincinnati, OH-KY-IN",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,17460,"Cleveland-Elyria, OH",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,19100,"Dallas-Fort Worth-Arlington, TX",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,19740,"Denver-Aurora-Lakewood, CO",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,19820,"Detroit-Warren-Dearborn, MI",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,26420,"Houston-The Woodlands-Sugar Land, TX",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,28140,"Kansas City, MO-KS",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,29820,"Las Vegas-Henderson-Paradise, NV",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,31080,"Los Angeles-Long Beach-Anaheim, CA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,32820,"Memphis, TN-MS-AR",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,33340,"Milwaukee-Waukesha-West Allis, WI",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,35380,"New Orleans-Metairie, LA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,35620,"New York-Newark-Jersey City, NY-NJ-PA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,36420,"Oklahoma City, OK",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,38060,"Phoenix-Mesa-Scottsdale, AZ",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,38300,"Pittsburgh, PA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,38900,"Portland-Vancouver-Hillsboro, OR-WA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,39580,"Raleigh, NC",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,40060,"Richmond, VA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,40140,"Riverside-San Bernardino-Ontario, CA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,40380,"Rochester, NY",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,41700,"San Antonio-New Braunfels, TX",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,41860,"San Francisco-Oakland-Hayward, CA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,41940,"San Jose-Sunnyvale-Santa Clara, CA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,42660,"Seattle-Tacoma-Bellevue, WA",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,45300,"Tampa-St. Petersburg-Clearwater, FL",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,99998,All other metropolitan areas,NO,YES
AHS2017_M,OMB13CBSA,OMBCBSA,C,99999,Not in a metropolitan area,NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,0,Unit does not use other utility,NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,1,Vacant home: billed separately,NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or other utility bill",NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,3,Occupied home: provided free of charge,NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,833,$833 or more,NO,YES
AHS2017_M,OTHERAMT,OTHERAMT,N,.N,Not applicable,NO,YES
AHS2017_M,OWNLOT,OWNLOT,C,1,Yes,NO,YES
AHS2017_M,OWNLOT,OWNLOT,C,2,No,NO,YES
AHS2017_M,OWNLOT,OWNLOT,C,M,Not reported,NO,YES
AHS2017_M,OWNLOT,OWNLOT,C,N,Not applicable,NO,YES
AHS2017_M,PAINTPEEL,PAINTPEEL,C,1,Yes,NO,YES
AHS2017_M,PAINTPEEL,PAINTPEEL,C,2,No,NO,YES
AHS2017_M,PAP1,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP1,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP1,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP10,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP10,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP10,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP11,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP11,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP11,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP12,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP12,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP12,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP13,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP13,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP13,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP14,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP14,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP14,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP15,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP15,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP15,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP16,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP16,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP16,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP17,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP17,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP17,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP18,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP18,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP18,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP2,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP2,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP2,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP3,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP3,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP3,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP4,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP4,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP4,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP5,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP5,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP5,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP6,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP6,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP6,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP7,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP7,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP7,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP8,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP8,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP8,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PAP9,PAP,N,0,Does not receive public assistance income,NO,YES
AHS2017_M,PAP9,PAP,N,99998,"$99,998",NO,YES
AHS2017_M,PAP9,PAP,N,.N,Not applicable,NO,YES
AHS2017_M,PARKING,PARKING,N,0,Does not pay for parking,NO,YES
AHS2017_M,PARKING,PARKING,N,.M,Not reported,NO,YES
AHS2017_M,PARKING,PARKING,N,.N,Not applicable,NO,YES
AHS2017_M,PARTNER,PARTNER,C,0,No unmarried partner in household,NO,YES
AHS2017_M,PARTNER,PARTNER,C,1,"Male householder, male partner",NO,YES
AHS2017_M,PARTNER,PARTNER,C,2,"Male householder, female partner",NO,YES
AHS2017_M,PARTNER,PARTNER,C,3,"Female householder, female partner",NO,YES
AHS2017_M,PARTNER,PARTNER,C,4,"Female householder, male partner",NO,YES
AHS2017_M,PCARE1,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE1,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE1,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE1,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE10,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE10,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE10,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE10,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE11,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE11,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE11,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE11,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE12,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE12,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE12,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE12,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE13,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE13,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE13,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE13,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE14,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE14,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE14,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE14,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE15,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE15,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE15,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE15,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE16,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE16,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE16,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE16,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE17,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE17,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE17,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE17,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE18,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE18,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE18,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE18,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE2,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE2,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE2,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE2,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE3,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE3,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE3,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE3,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE4,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE4,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE4,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE4,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE5,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE5,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE5,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE5,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE6,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE6,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE6,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE6,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE7,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE7,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE7,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE7,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE8,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE8,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE8,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE8,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PCARE9,PCARE,C,1,Yes,NO,YES
AHS2017_M,PCARE9,PCARE,C,2,No,NO,YES
AHS2017_M,PCARE9,PCARE,C,M,Not reported,NO,YES
AHS2017_M,PCARE9,PCARE,C,N,Not applicable,NO,YES
AHS2017_M,PERMNEAR,PERMNEAR,C,1,Yes,NO,YES
AHS2017_M,PERMNEAR,PERMNEAR,C,2,No,NO,YES
AHS2017_M,PERMNEAR,PERMNEAR,C,M,Not reported,NO,YES
AHS2017_M,PERMNEAR,PERMNEAR,C,N,Not applicable,NO,YES
AHS2017_M,PERPOVLVL,PERPOVLVL,N,1,Household income less than or equal to 0,NO,YES
AHS2017_M,PERPOVLVL,PERPOVLVL,N,.N,Not applicable,NO,YES
AHS2017_M,PERRND1,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND1,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND1,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND1,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND10,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND10,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND10,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND10,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND11,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND11,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND11,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND11,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND12,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND12,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND12,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND12,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND13,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND13,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND13,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND13,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND14,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND14,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND14,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND14,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND15,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND15,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND15,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND15,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND16,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND16,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND16,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND16,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND17,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND17,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND17,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND17,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND18,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND18,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND18,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND18,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND2,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND2,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND2,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND2,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND3,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND3,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND3,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND3,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND4,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND4,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND4,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND4,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND5,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND5,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND5,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND5,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND6,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND6,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND6,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND6,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND7,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND7,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND7,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND7,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND8,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND8,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND8,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND8,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PERRND9,PERRND,C,1,Yes,NO,YES
AHS2017_M,PERRND9,PERRND,C,2,No,NO,YES
AHS2017_M,PERRND9,PERRND,C,M,Not reported,NO,YES
AHS2017_M,PERRND9,PERRND,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR1,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR1,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR1,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR1,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR10,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR10,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR10,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR10,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR11,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR11,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR11,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR11,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR12,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR12,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR12,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR12,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR13,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR13,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR13,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR13,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR14,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR14,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR14,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR14,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR15,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR15,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR15,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR15,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR16,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR16,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR16,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR16,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR17,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR17,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR17,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR17,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR18,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR18,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR18,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR18,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR2,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR2,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR2,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR2,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR3,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR3,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR3,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR3,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR4,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR4,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR4,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR4,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR5,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR5,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR5,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR5,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR6,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR6,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR6,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR6,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR7,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR7,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR7,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR7,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR8,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR8,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR8,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR8,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PHEAR9,PHEAR,C,1,Yes,NO,YES
AHS2017_M,PHEAR9,PHEAR,C,2,No,NO,YES
AHS2017_M,PHEAR9,PHEAR,C,M,Not reported,NO,YES
AHS2017_M,PHEAR9,PHEAR,C,N,Not applicable,NO,YES
AHS2017_M,PLUGS,PLUGS,C,1,Yes,NO,YES
AHS2017_M,PLUGS,PLUGS,C,2,No,NO,YES
AHS2017_M,PLUGS,PLUGS,C,N,Not applicable,NO,YES
AHS2017_M,PMEMRY1,PMEMRY,C,1,Yes,NO,YES
AHS2017_M,PMEMRY1,PMEMRY,C,2,No,NO,YES
AHS2017_M,PMEMRY1,PMEMRY,C,M,Not reported,NO,YES
AHS2017_M,PMEMRY1,PMEMRY,C,N,Not applicable,NO,YES
AHS2017_M,PMEMRY10,PMEMRY,C,1,Yes,NO,YES
AHS2017_M,PMEMRY10,PMEMRY,C,2,No,NO,YES
AHS2017_M,PMEMRY10,PMEMRY,C,M,Not reported,NO,YES
AHS2017_M,PMEMRY10,PMEMRY,C,N,Not applicable,NO,YES
AHS2017_M,PMEMRY11,PMEMRY,C,1,Yes,NO,YES
AHS2017_M,PMEMRY11,PMEMRY,C,2,No,NO,YES
AHS2017_M,PMEMRY11,PMEMRY,C,M,Not reported,NO,YES
AHS2017_M,PMEMRY11,PMEMRY,C,N,Not applicable,NO,YES
AHS2017_M,PMEMRY12,PMEMRY,C,1,Yes,NO,YES
AHS2017_M,PMEMRY12,PMEMRY,C,2,No,NO,YES
